   1.0000000e-01   1.0000000e-01   0.0000000e+00   0.0000000e+00
   1.2107139e-01   1.5432421e-01   5.5654006e-04   6.3566722e-04
   1.2917368e-01   2.1148974e-01   1.1829282e-03   1.5435608e-03
   1.2228895e-01   2.7244660e-01   1.8106097e-03   2.7411640e-03
   9.8156551e-02   3.3773694e-01   2.3587298e-03   4.2474481e-03
   5.5117900e-02   4.0718880e-01   2.7364786e-03   6.0821821e-03
  -7.2404857e-03   4.8000478e-01   2.8499336e-03   8.2633216e-03
  -8.5304384e-02   5.5399661e-01   2.6100557e-03   1.0800852e-02
  -1.7075450e-01   6.2614257e-01   1.9599669e-03   1.3691321e-02
  -2.5236242e-01   6.9315817e-01   8.9163965e-04   1.6915784e-02
  -3.2042273e-01   7.5229062e-01  -5.4840117e-04   2.0439858e-02
  -3.7104812e-01   8.0190547e-01  -2.2778625e-03   2.4218043e-02
  -4.0589783e-01   8.4154426e-01  -4.2100962e-03   2.8199890e-02
  -4.2877512e-01   8.7169449e-01  -6.2752665e-03   3.2335641e-02
  -4.4327205e-01   8.9346766e-01  -8.4233364e-03   3.6580225e-02
  -4.5207509e-01   9.0824044e-01  -1.0617620e-02   4.0894361e-02
  -4.5719228e-01   9.1745709e-01  -1.2834254e-02   4.5246126e-02
  -4.5986302e-01   9.2242907e-01  -1.5058253e-02   4.9610854e-02
  -4.6083917e-01   9.2421425e-01  -1.7280012e-02   5.3970414e-02
  -4.6060617e-01   9.2361854e-01  -1.9492869e-02   5.8311610e-02
  -4.5952535e-01   9.2129881e-01  -2.1691286e-02   6.2623648e-02
  -4.5783234e-01   9.1775739e-01  -2.3871243e-02   6.6898479e-02
  -4.5565440e-01   9.1327867e-01  -2.6030460e-02   7.1131560e-02
  -4.5310958e-01   9.0806865e-01  -2.8167133e-02   7.5319332e-02
  -4.5029971e-01   9.0231687e-01  -3.0279605e-02   7.9458468e-02
  -4.4727645e-01   8.9610130e-01  -3.2367028e-02   8.3547168e-02
  -4.4403855e-01   8.8942980e-01  -3.4429032e-02   8.7584408e-02
  -4.4067435e-01   8.8245581e-01  -3.6464229e-02   9.1567390e-02
  -4.3721352e-01   8.7523526e-01  -3.8471912e-02   9.5494535e-02
  -4.3360416e-01   8.6769015e-01  -4.0452307e-02   9.9365961e-02
  -4.2991145e-01   8.5993473e-01  -4.2404301e-02   1.0317935e-01
  -4.2612552e-01   8.5195250e-01  -4.4327598e-02   1.0693390e-01
  -4.2221018e-01   8.4367823e-01  -4.6222169e-02   1.1062935e-01
  -4.1819215e-01   8.3516316e-01  -4.8087343e-02   1.1426416e-01
  -4.1405110e-01   8.2636224e-01  -4.9922741e-02   1.1783739e-01
  -4.0977212e-01   8.1724257e-01  -5.1727971e-02   1.2134806e-01
  -4.0535607e-01   8.0780654e-01  -5.3502607e-02   1.2479513e-01
  -4.0078395e-01   7.9800952e-01  -5.5245855e-02   1.2817675e-01
  -3.9604636e-01   7.8783040e-01  -5.6957218e-02   1.3149175e-01
  -3.9113308e-01   7.7724648e-01  -5.8636166e-02   1.3473883e-01
  -3.8595419e-01   7.6606901e-01  -6.0279297e-02   1.3791051e-01
  -3.8054188e-01   7.5436285e-01  -6.1887621e-02   1.4100887e-01
  -3.7488022e-01   7.4209300e-01  -6.3460411e-02   1.4403219e-01
  -3.6895332e-01   7.2922444e-01  -6.4996941e-02   1.4697880e-01
  -3.6274528e-01   7.1572216e-01  -6.6496483e-02   1.4984698e-01
  -3.5621597e-01   7.0150519e-01  -6.7957643e-02   1.5263366e-01
  -3.4914079e-01   6.8614238e-01  -6.9373938e-02   1.5532524e-01
  -3.4158877e-01   6.6975996e-01  -7.0746984e-02   1.5792488e-01
  -3.3351762e-01   6.5227282e-01  -7.2075325e-02   1.6042936e-01
  -3.2488504e-01   6.3359585e-01  -7.3357508e-02   1.6283548e-01
  -3.1545007e-01   6.1333135e-01  -7.4587029e-02   1.6513058e-01
  -3.0505272e-01   5.9120902e-01  -7.5759443e-02   1.6730583e-01
  -2.9365489e-01   5.6715038e-01  -7.6873401e-02   1.6935823e-01
  -2.8104425e-01   5.4086009e-01  -7.7923393e-02   1.7127775e-01
  -2.6677244e-01   5.1179766e-01  -7.8898492e-02   1.7304590e-01
  -2.5072684e-01   4.7977136e-01  -7.9795475e-02   1.7465623e-01
  -2.3235604e-01   4.4441769e-01  -8.0601286e-02   1.7609034e-01
  -2.1120535e-01   4.0539016e-01  -8.1305020e-02   1.7733219e-01
  -1.8661486e-01   3.6275699e-01  -8.1890324e-02   1.7836527e-01
  -1.5786384e-01   3.1659262e-01  -8.2339462e-02   1.7917175e-01
  -1.2416693e-01   2.6731974e-01  -8.2633599e-02   1.7973710e-01
  -8.4317869e-02   2.1630406e-01  -8.2743880e-02   1.8004883e-01
  -3.7000068e-02   1.6567356e-01  -8.2636765e-02   1.8010451e-01
