   1.0000000e-01   1.0000000e-01   0.0000000e+00   0.0000000e+00
   1.3427565e-01   1.5495278e-01   5.8774227e-04   6.3675280e-04
   1.6243765e-01   2.1448269e-01   1.3271646e-03   1.5528876e-03
   1.8338918e-01   2.8057476e-01   2.1861908e-03   2.7768940e-03
   1.9529104e-01   3.5515169e-01   3.1236826e-03   4.3448177e-03
   1.9550921e-01   4.3954532e-01   4.0863567e-03   6.3014717e-03
   1.8104904e-01   5.3375848e-01   5.0092243e-03   8.6933728e-03
   1.4898962e-01   6.3508945e-01   5.8129474e-03   1.1560412e-02
   9.7302243e-02   7.3742030e-01   6.4065832e-03   1.4924794e-02
   2.6906052e-02   8.3029268e-01   6.6921124e-03   1.8765922e-02
  -5.5990532e-02   9.0349210e-01   6.5893792e-03   2.3005884e-02
  -1.4027153e-01   9.5300294e-01   6.0653024e-03   2.7530749e-02
  -2.1431088e-01   9.8126975e-01   5.1478533e-03   3.2226564e-02
  -2.7032821e-01   9.9371173e-01   3.9069559e-03   3.6998110e-02
  -3.0728986e-01   9.9646635e-01   2.4384787e-03   4.1779980e-02
  -3.2939734e-01   9.9403355e-01   8.3188529e-04   4.6537362e-02
  -3.4139144e-01   9.8904291e-01  -8.4885634e-04   5.1251344e-02
  -3.4702102e-01   9.8287028e-01  -2.5633448e-03   5.5913397e-02
  -3.4883657e-01   9.7624932e-01  -4.2867536e-03   6.0520052e-02
  -3.4845363e-01   9.6952552e-01  -6.0047977e-03   6.5070462e-02
  -3.4682349e-01   9.6281482e-01  -7.7090199e-03   6.9564678e-02
  -3.4450554e-01   9.5615870e-01  -9.3944249e-03   7.4003093e-02
  -3.4180089e-01   9.4955748e-01  -1.1058274e-02   7.8386229e-02
  -3.3884780e-01   9.4297932e-01  -1.2699399e-02   8.2714594e-02
  -3.3573380e-01   9.3638312e-01  -1.4317641e-02   8.6988610e-02
  -3.3256035e-01   9.2975802e-01  -1.5911959e-02   9.1208366e-02
  -3.2927384e-01   9.2306392e-01  -1.7482946e-02   9.5373988e-02
  -3.2595457e-01   9.1630125e-01  -1.9029753e-02   9.9485339e-02
  -3.2259419e-01   9.0945550e-01  -2.0552370e-02   1.0354225e-01
  -3.1920973e-01   9.0251578e-01  -2.2050522e-02   1.0754453e-01
  -3.1579234e-01   8.9546553e-01  -2.3524140e-02   1.1149193e-01
  -3.1233165e-01   8.8828790e-01  -2.4973146e-02   1.1538412e-01
  -3.0884039e-01   8.8097180e-01  -2.6397233e-02   1.1922068e-01
  -3.0528327e-01   8.7349661e-01  -2.7796485e-02   1.2300119e-01
  -3.0163035e-01   8.6584267e-01  -2.9170920e-02   1.2672516e-01
  -2.9789432e-01   8.5799989e-01  -3.0520114e-02   1.3039194e-01
  -2.9409024e-01   8.4995896e-01  -3.1843590e-02   1.3400080e-01
  -2.9017817e-01   8.4169892e-01  -3.3141367e-02   1.3755105e-01
  -2.8613924e-01   8.3320367e-01  -3.4413231e-02   1.4104190e-01
  -2.8200704e-01   8.2445322e-01  -3.5658339e-02   1.4447227e-01
  -2.7775906e-01   8.1543097e-01  -3.6876448e-02   1.4784124e-01
  -2.7338970e-01   8.0611882e-01  -3.8067090e-02   1.5114772e-01
  -2.6888876e-01   7.9648875e-01  -3.9229718e-02   1.5439044e-01
  -2.6423576e-01   7.8649614e-01  -4.0363708e-02   1.5756789e-01
  -2.5942725e-01   7.7611961e-01  -4.1468442e-02   1.6067871e-01
  -2.5445283e-01   7.6532604e-01  -4.2543234e-02   1.6372137e-01
